专业,rowSeq,institutions,Country,wosDocs,cites,citesPerPaper
AGRICULTURAL SCIENCES,201,CSIC - CENTRO DE EDAFOLOGIA Y BIOLOGIA APLICADA DEL SEGURA (CEBAS),SPAIN,889,24273,27.30371203599550056242969628796400449944
AGRICULTURAL SCIENCES,202,"INSTITUTE OF CROP SCIENCES, CAAS",CHINA MAINLAND,1218,24149,19.82676518883415435139573070607553366174
AGRICULTURAL SCIENCES,203,UNIVERSITY OF LIEGE,BELGIUM,1207,24126,19.98840099420049710024855012427506213753
AGRICULTURAL SCIENCES,204,TECHNICAL UNIVERSITY OF DENMARK,DENMARK,1091,24115,22.10357470210815765352887259395050412466
AGRICULTURAL SCIENCES,205,GUANGDONG ACADEMY OF AGRICULTURAL SCIENCES,CHINA MAINLAND,1475,24081,16.32610169491525423728813559322033898305
AGRICULTURAL SCIENCES,206,UNIVERSITY OF TENNESSEE SYSTEM,USA,1494,24066,16.10843373493975903614457831325301204819
AGRICULTURAL SCIENCES,207,GORGAN UNIVERSITY OF AGRICULTURAL SCIENCES & NATURAL RESOURCES,IRAN,796,24055,30.21984924623115577889447236180904522613
AGRICULTURAL SCIENCES,208,MINIST EDUC,,1588,23944,15.078085642317380352644836272040302267
AGRICULTURAL SCIENCES,209,NINGBO UNIVERSITY,CHINA MAINLAND,1402,23842,17.00570613409415121255349500713266761769
AGRICULTURAL SCIENCES,210,UNIVERSITY OF OTAGO,NEW ZEALAND,896,23679,26.42745535714285714285714285714285714286
AGRICULTURAL SCIENCES,211,UNIV BOURGOGNE FRANCHE-COMTE COMUE,,1099,23644,21.51410373066424021838034576888080072793
AGRICULTURAL SCIENCES,212,MINISTRY OF WATER RESOURCES,CHINA MAINLAND,925,23526,25.43351351351351351351351351351351351351
AGRICULTURAL SCIENCES,213,PUNJAB AGRICULTURAL UNIVERSITY,INDIA,2152,23418,10.88197026022304832713754646840148698885
AGRICULTURAL SCIENCES,214,"RURAL DEVELOPMENT ADMINISTRATION (RDA), REPUBLIC OF KOREA",SOUTH KOREA,1915,23282,12.15770234986945169712793733681462140992
AGRICULTURAL SCIENCES,215,KOREA UNIVERSITY,SOUTH KOREA,1356,23154,17.07522123893805309734513274336283185841
AGRICULTURAL SCIENCES,216,HENAN UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,1551,23027,14.84655061250805931656995486782720825274
AGRICULTURAL SCIENCES,217,ROTHAMSTED RESEARCH,ENGLAND,880,22960,26.09090909090909090909090909090909090909
AGRICULTURAL SCIENCES,218,RUSSIAN ACADEMY OF SCIENCES,RUSSIA,1918,22949,11.96506777893639207507820646506777893639
AGRICULTURAL SCIENCES,219,ZHEJIANG A&F UNIVERSITY,CHINA MAINLAND,1485,22793,15.34882154882154882154882154882154882155
AGRICULTURAL SCIENCES,220,UNIVERSITY OF ARKANSAS FAYETTEVILLE,USA,1541,22712,14.73848150551589876703439325113562621674
AGRICULTURAL SCIENCES,221,HARVARD UNIVERSITY MEDICAL AFFILIATES,USA,867,22587,26.0519031141868512110726643598615916955
AGRICULTURAL SCIENCES,222,UNIVERSIDAD DE CORDOBA,SPAIN,1490,22584,15.15704697986577181208053691275167785235
AGRICULTURAL SCIENCES,223,LINCOLN UNIVERSITY - NEW ZEALAND,NEW ZEALAND,1187,22445,18.90901432181971356360572872788542544229
AGRICULTURAL SCIENCES,224,POZNAN UNIVERSITY OF LIFE SCIENCES,POLAND,1549,22331,14.41639767591994835377663008392511297611
AGRICULTURAL SCIENCES,225,UNIVERSITY OF SEVILLA,SPAIN,1225,22324,18.2236734693877551020408163265306122449
AGRICULTURAL SCIENCES,226,UNIVERSITE BOURGOGNE EUROPE,FRANCE,1017,22219,21.8475909537856440511307767944936086529
AGRICULTURAL SCIENCES,227,UNIVERSITY OF PISA,ITALY,1262,22200,17.59112519809825673534072900158478605388
AGRICULTURAL SCIENCES,228,UNIVERSITY OF CATANIA,ITALY,988,21888,22.15384615384615384615384615384615384615
AGRICULTURAL SCIENCES,229,BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES (BAAFS),CHINA MAINLAND,1410,21872,15.51205673758865248226950354609929078014
AGRICULTURAL SCIENCES,230,SHAANXI NORMAL UNIVERSITY,CHINA MAINLAND,1074,21851,20.34543761638733705772811918063314711359
AGRICULTURAL SCIENCES,231,AGRESEARCH - NEW ZEALAND,NEW ZEALAND,1188,21837,18.38131313131313131313131313131313131313
AGRICULTURAL SCIENCES,232,UNIVERSITY OF TENNESSEE KNOXVILLE,USA,1367,21786,15.93708851499634235552304316020482809071
AGRICULTURAL SCIENCES,233,KONKUK UNIVERSITY,SOUTH KOREA,1248,21779,17.45112179487179487179487179487179487179
AGRICULTURAL SCIENCES,234,GUANGXI UNIVERSITY,CHINA MAINLAND,1554,21658,13.93693693693693693693693693693693693694
AGRICULTURAL SCIENCES,235,UNIVERSITY OF PALERMO,ITALY,1073,21524,20.05964585274930102516309412861136999068
AGRICULTURAL SCIENCES,236,UNIVERSITY OF NEW SOUTH WALES SYDNEY,AUSTRALIA,901,21455,23.81243063263041065482796892341842397336
AGRICULTURAL SCIENCES,237,UNIVERSIDAD POLITECNICA DE MADRID,SPAIN,1069,21403,20.02151543498596819457436856875584658559
AGRICULTURAL SCIENCES,238,SHANGHAI OCEAN UNIVERSITY,CHINA MAINLAND,1208,21336,17.66225165562913907284768211920529801325
AGRICULTURAL SCIENCES,239,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,USA,1017,21318,20.96165191740412979351032448377581120944
AGRICULTURAL SCIENCES,240,SHIRAZ UNIVERSITY,IRAN,1137,21155,18.60598065083553210202286719437115215479
AGRICULTURAL SCIENCES,241,STELLENBOSCH UNIVERSITY,SOUTH AFRICA,1284,21149,16.47118380062305295950155763239875389408
AGRICULTURAL SCIENCES,242,JIANGXI AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1300,21140,16.26153846153846153846153846153846153846
AGRICULTURAL SCIENCES,243,UNIV CLERMONT AUVERGNE ASSOC,,1175,21101,17.95829787234042553191489361702127659574
AGRICULTURAL SCIENCES,244,AGROSUP DIJON,FRANCE,936,21090,22.53205128205128205128205128205128205128
AGRICULTURAL SCIENCES,245,UNIVERSITY OF MISSOURI SYSTEM,USA,1215,21069,17.34074074074074074074074074074074074074
AGRICULTURAL SCIENCES,246,UNIVERSITE PARIS CITE,FRANCE,870,20933,24.06091954022988505747126436781609195402
AGRICULTURAL SCIENCES,247,SHIHEZI UNIVERSITY,CHINA MAINLAND,1597,20933,13.10770194113963681903569192235441452724
AGRICULTURAL SCIENCES,248,UNIVERSITY OF TORONTO,CANADA,949,20924,22.04847207586933614330874604847207586934
AGRICULTURAL SCIENCES,249,SWISS FEDERAL RESEARCH STATION AGROSCOPE,SWITZERLAND,1211,20901,17.2592898431048720066061106523534269199
AGRICULTURAL SCIENCES,250,TARBIAT MODARES UNIVERSITY,IRAN,1082,20830,19.25138632162661737523105360443622920518
AGRICULTURAL SCIENCES,251,AGRICULTURAL UNIVERSITY OF ATHENS,GREECE,1135,20791,18.31806167400881057268722466960352422907
AGRICULTURAL SCIENCES,252,UNIV LYON COMUE,,1098,20744,18.89253187613843351548269581056466302368
AGRICULTURAL SCIENCES,253,GUIZHOU UNIVERSITY,CHINA MAINLAND,1815,20737,11.42534435261707988980716253443526170799
AGRICULTURAL SCIENCES,254,LAVAL UNIVERSITY,CANADA,1284,20720,16.13707165109034267912772585669781931464
AGRICULTURAL SCIENCES,255,CSIC - INSTITUTO DE CIENCIA Y TECNOLOGIA DE ALIMENTOS Y NUTRICION (ICTAN),SPAIN,749,20578,27.47396528704939919893190921228304405874
AGRICULTURAL SCIENCES,256,ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY (RMIT),AUSTRALIA,922,20570,22.31019522776572668112798264642082429501
AGRICULTURAL SCIENCES,257,PRINCE OF SONGKLA UNIVERSITY,THAILAND,1122,20538,18.30481283422459893048128342245989304813
AGRICULTURAL SCIENCES,258,NORTH DAKOTA STATE UNIVERSITY FARGO,USA,1253,20504,16.36392657621707901037509976057462090982
AGRICULTURAL SCIENCES,259,UTRECHT UNIVERSITY,NETHERLANDS,801,20296,25.33832709113607990012484394506866416979
AGRICULTURAL SCIENCES,260,SORBONNE UNIVERSITE,FRANCE,707,20262,28.65912305516265912305516265912305516266
AGRICULTURAL SCIENCES,261,UNIVERSITY OF OXFORD,ENGLAND,842,20249,24.04869358669833729216152019002375296912
AGRICULTURAL SCIENCES,262,ARISTOTLE UNIVERSITY OF THESSALONIKI,GREECE,1181,20218,17.1193903471634208298052497883149872989
AGRICULTURAL SCIENCES,263,UNIVERSITY OF KENTUCKY,USA,1057,20208,19.11825922421948912015137180700094607379
AGRICULTURAL SCIENCES,264,NATIONAL AGRICULTURE & FOOD RESEARCH ORGANIZATION - JAPAN,JAPAN,2101,20196,9.61256544502617801047120418848167539267
AGRICULTURAL SCIENCES,265,UNIVERSITY OF MISSOURI COLUMBIA,USA,1152,20135,17.47829861111111111111111111111111111111
AGRICULTURAL SCIENCES,266,UNIVERSITY OF ZARAGOZA,SPAIN,1155,20133,17.43116883116883116883116883116883116883
AGRICULTURAL SCIENCES,267,UNIVERSITAT DE LLEIDA,SPAIN,1005,20101,20.000995024875621890547263681592039801
AGRICULTURAL SCIENCES,268,UNIVERSIDADE FEDERAL DO PARANA,BRAZIL,1830,20069,10.96666666666666666666666666666666666667
AGRICULTURAL SCIENCES,269,CAIRO UNIVERSITY,EGYPT,1394,20011,14.35509325681492109038737446197991391679
AGRICULTURAL SCIENCES,270,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,USA,1473,20011,13.58520027155465037338764426340801086219
AGRICULTURAL SCIENCES,271,INSTITUTO DE AGROQUIMICA Y TECNOLOGIA DE LOS ALIMENTOS (IATA),SPAIN,741,19985,26.97031039136302294197031039136302294197
AGRICULTURAL SCIENCES,272,UNIVERSIDADE DO MINHO,PORTUGAL,710,19964,28.11830985915492957746478873239436619718
AGRICULTURAL SCIENCES,273,LOUISIANA STATE UNIVERSITY SYSTEM,USA,1214,19727,16.24958813838550247116968698517298187809
AGRICULTURAL SCIENCES,274,IRTA,SPAIN,1005,19676,19.57810945273631840796019900497512437811
AGRICULTURAL SCIENCES,275,SHAHID BEHESHTI UNIVERSITY MEDICAL SCIENCES,IRAN,1017,19675,19.34611602753195673549655850540806293019
AGRICULTURAL SCIENCES,276,COMPLUTENSE UNIVERSITY OF MADRID,SPAIN,1157,19653,16.98617113223854796888504753673292999136
AGRICULTURAL SCIENCES,277,UNIVERSITY OF BUENOS AIRES,ARGENTINA,1246,19552,15.69181380417335473515248796147672552167
AGRICULTURAL SCIENCES,278,NANJING UNIVERSITY OF FINANCE & ECONOMICS,CHINA MAINLAND,853,19346,22.67995310668229777256740914419695193435
AGRICULTURAL SCIENCES,279,"SHENYANG INSTITUTE OF APPLIED ECOLOGY, CAS",CHINA MAINLAND,763,19329,25.33289646133682830930537352555701179554
AGRICULTURAL SCIENCES,280,PRES EUROPEAN UNIV BRETAGNE,,838,19264,22.98806682577565632458233890214797136038
AGRICULTURAL SCIENCES,281,INSTITUTO POLITECNICO NACIONAL - MEXICO,MEXICO,1267,19248,15.19179163378058405682715074980268350434
AGRICULTURAL SCIENCES,282,UNIVERSIDADE FEDERAL DE PELOTAS,BRAZIL,1647,19221,11.67030965391621129326047358834244080146
AGRICULTURAL SCIENCES,283,SAPIENZA UNIVERSITY ROME,ITALY,945,19142,20.25608465608465608465608465608465608466
AGRICULTURAL SCIENCES,284,UNIVERSITY OF NOVI SAD,SERBIA,1317,19034,14.45254365983295368261199696279422930904
AGRICULTURAL SCIENCES,285,LUND UNIVERSITY,SWEDEN,829,19005,22.92521109770808202653799758745476477684
AGRICULTURAL SCIENCES,286,HEBEI AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1550,18886,12.18451612903225806451612903225806451613
AGRICULTURAL SCIENCES,287,JILIN AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1508,18846,12.49734748010610079575596816976127320955
AGRICULTURAL SCIENCES,288,WUHAN UNIVERSITY,CHINA MAINLAND,923,18812,20.3813651137594799566630552546045503792
AGRICULTURAL SCIENCES,289,DEAKIN UNIVERSITY,AUSTRALIA,922,18783,20.37201735357917570498915401301518438178
AGRICULTURAL SCIENCES,290,NORTHEAST FORESTRY UNIVERSITY - CHINA,CHINA MAINLAND,1066,18762,17.60037523452157598499061913696060037523
AGRICULTURAL SCIENCES,291,NATURAL RESOURCES INSTITUTE FINLAND (LUKE),FINLAND,870,18684,21.4758620689655172413793103448275862069
AGRICULTURAL SCIENCES,292,UNIVERSITY OF TABRIZ,IRAN,893,18657,20.89249720044792833146696528555431131019
AGRICULTURAL SCIENCES,293,UNIVERSITY OF MURCIA,SPAIN,996,18551,18.6255020080321285140562248995983935743
AGRICULTURAL SCIENCES,294,UNIVERSIDADE FEDERAL FLUMINENSE,BRAZIL,943,18545,19.66595970307529162248144220572640509014
AGRICULTURAL SCIENCES,295,CSIC-UAM - INSTITUTO DE INVESTIGACION EN CIENCIAS DE LA ALIMENTACION (CIAL),SPAIN,769,18544,24.11443433029908972691807542262678803641
AGRICULTURAL SCIENCES,296,UT INSTITUTE OF AGRICULTURE,USA,1154,18539,16.06499133448873483535528596187175043328
AGRICULTURAL SCIENCES,297,UNIVERSITY OF NEWCASTLE,AUSTRALIA,700,18537,26.48142857142857142857142857142857142857
AGRICULTURAL SCIENCES,298,CALIFORNIA STATE UNIVERSITY SYSTEM,USA,1019,18518,18.17271835132482826300294406280667320903
AGRICULTURAL SCIENCES,299,TUSCIA UNIVERSITY,ITALY,774,18516,23.92248062015503875968992248062015503876
AGRICULTURAL SCIENCES,300,ZHEJIANG UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,958,18495,19.30584551148225469728601252609603340292
AGRICULTURAL SCIENCES,301,LOUISIANA STATE UNIVERSITY,USA,1118,18475,16.52504472271914132379248658318425760286
AGRICULTURAL SCIENCES,302,UNIVERSITY OF PERUGIA,ITALY,845,18434,21.81538461538461538461538461538461538462
AGRICULTURAL SCIENCES,303,GANSU AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1464,18306,12.50409836065573770491803278688524590164
AGRICULTURAL SCIENCES,304,ALLIANCE,FRANCE,782,18247,23.33375959079283887468030690537084398977
AGRICULTURAL SCIENCES,305,MAASTRICHT UNIVERSITY,NETHERLANDS,629,18133,28.82829888712241653418124006359300476948
AGRICULTURAL SCIENCES,306,KASETSART UNIVERSITY,THAILAND,1351,18106,13.40192450037009622501850481125092524056
AGRICULTURAL SCIENCES,307,QILU UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,955,18096,18.9486910994764397905759162303664921466
AGRICULTURAL SCIENCES,308,TUFTS UNIVERSITY,USA,755,18054,23.91258278145695364238410596026490066225
AGRICULTURAL SCIENCES,309,NATIONAL INSTITUTES OF HEALTH (NIH) - USA,USA,587,17944,30.56899488926746166950596252129471890971
AGRICULTURAL SCIENCES,310,"SOUTH CHINA BOTANICAL GARDEN, CAS",CHINA MAINLAND,694,17918,25.8184438040345821325648414985590778098
AGRICULTURAL SCIENCES,311,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,SPAIN,903,17899,19.82170542635658914728682170542635658915
AGRICULTURAL SCIENCES,312,UNIVERSITE DE SFAX,TUNISIA,791,17825,22.53476611883691529709228824273072060683
AGRICULTURAL SCIENCES,313,TEHRAN UNIVERSITY OF MEDICAL SCIENCES,IRAN,884,17816,20.15384615384615384615384615384615384615
AGRICULTURAL SCIENCES,314,SHANXI AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1608,17816,11.0796019900497512437810945273631840796
AGRICULTURAL SCIENCES,315,URMIA UNIVERSITY,IRAN,775,17797,22.96387096774193548387096774193548387097
AGRICULTURAL SCIENCES,316,FERDOWSI UNIVERSITY MASHHAD,IRAN,1165,17677,15.17339055793991416309012875536480686695
AGRICULTURAL SCIENCES,317,NANJING NORMAL UNIVERSITY,CHINA MAINLAND,870,17605,20.23563218390804597701149425287356321839
AGRICULTURAL SCIENCES,318,"INSTITUTE OF SUBTROPICAL AGRICULTURE, CAS",CHINA MAINLAND,633,17573,27.7614533965244865718799368088467614534
AGRICULTURAL SCIENCES,319,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA (INTA),ARGENTINA,1239,17532,14.15012106537530266343825665859564164649
AGRICULTURAL SCIENCES,320,UNIVERSITAT ROVIRA I VIRGILI,SPAIN,780,17468,22.39487179487179487179487179487179487179
AGRICULTURAL SCIENCES,321,NORWEGIAN UNIVERSITY OF LIFE SCIENCES,NORWAY,924,17450,18.88528138528138528138528138528138528139
AGRICULTURAL SCIENCES,322,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,BRAZIL,996,17348,17.41767068273092369477911646586345381526
AGRICULTURAL SCIENCES,323,HARVARD MEDICAL SCHOOL,USA,715,17347,24.26153846153846153846153846153846153846
AGRICULTURAL SCIENCES,324,CHUNG ANG UNIVERSITY,SOUTH KOREA,1167,17310,14.83290488431876606683804627249357326478
AGRICULTURAL SCIENCES,325,JOHNS HOPKINS UNIVERSITY,USA,856,17282,20.18925233644859813084112149532710280374
AGRICULTURAL SCIENCES,326,KANGWON NATIONAL UNIVERSITY,SOUTH KOREA,1150,17254,15.00347826086956521739130434782608695652
AGRICULTURAL SCIENCES,327,VOLCANI INSTITUTE OF AGRICULTURAL RESEARCH,ISRAEL,717,17232,24.03347280334728033472803347280334728033
AGRICULTURAL SCIENCES,328,CSIR - CENTRAL FOOD TECHNOLOGICAL RESEARCH INSTITUTE (CFTRI),INDIA,920,17188,18.68260869565217391304347826086956521739
AGRICULTURAL SCIENCES,329,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,CHINA MAINLAND,1128,17132,15.18794326241134751773049645390070921986
AGRICULTURAL SCIENCES,330,MARCHE POLYTECHNIC UNIVERSITY,ITALY,706,17114,24.24079320113314447592067988668555240793
AGRICULTURAL SCIENCES,331,ISFAHAN UNIVERSITY OF TECHNOLOGY,IRAN,864,17103,19.79513888888888888888888888888888888889
AGRICULTURAL SCIENCES,332,KOREA FOOD RESEARCH INSTITUTE (KFRI),SOUTH KOREA,1128,17049,15.1143617021276595744680851063829787234
AGRICULTURAL SCIENCES,333,HENAN AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1491,16987,11.39302481556002682763246143527833668679
AGRICULTURAL SCIENCES,334,UNIVERSITY OF NAVARRA,SPAIN,662,16944,25.59516616314199395770392749244712990937
AGRICULTURAL SCIENCES,335,TSINGHUA UNIVERSITY,CHINA MAINLAND,790,16927,21.42658227848101265822784810126582278481
AGRICULTURAL SCIENCES,336,TABRIZ UNIVERSITY OF MEDICAL SCIENCE,IRAN,783,16915,21.60280970625798212005108556832694763729
AGRICULTURAL SCIENCES,337,NATIONAL TAIWAN UNIVERSITY,TAIWAN,1096,16806,15.33394160583941605839416058394160583942
AGRICULTURAL SCIENCES,338,CHENGDU UNIVERSITY,CHINA MAINLAND,850,16760,19.71764705882352941176470588235294117647
AGRICULTURAL SCIENCES,339,UNIVERSITY OF HONG KONG,HONG KONG,575,16707,29.05565217391304347826086956521739130435
AGRICULTURAL SCIENCES,340,UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE,SPAIN,926,16655,17.98596112311015118790496760259179265659
AGRICULTURAL SCIENCES,341,INTERNATIONAL RICE RESEARCH INSTITUTE (IRRI),PHILIPPINES,664,16605,25.00753012048192771084337349397590361446
AGRICULTURAL SCIENCES,342,BOHAI UNIVERSITY,CHINA MAINLAND,714,16570,23.20728291316526610644257703081232492997
AGRICULTURAL SCIENCES,343,CHINESE ACADEMY OF TROPICAL AGRICULTURAL SCIENCES,CHINA MAINLAND,1123,16569,14.75422974176313446126447016918967052538
AGRICULTURAL SCIENCES,344,CLEMSON UNIVERSITY,USA,924,16521,17.87987012987012987012987012987012987013
AGRICULTURAL SCIENCES,345,NEW ZEALAND INSTITUTE FOR PLANT & FOOD RESEARCH LTD,NEW ZEALAND,933,16471,17.65380493033226152197213290460878885316
AGRICULTURAL SCIENCES,346,CZECH UNIVERSITY OF LIFE SCIENCES PRAGUE,CZECH REPUBLIC,1485,16463,11.08619528619528619528619528619528619529
AGRICULTURAL SCIENCES,347,UNIVERSIDADE DE AVEIRO,PORTUGAL,674,16414,24.35311572700296735905044510385756676558
AGRICULTURAL SCIENCES,348,"NORTHEAST INSTITUTE OF GEOGRAPHY & AGROECOLOGY, CAS",CHINA MAINLAND,964,16396,17.00829875518672199170124481327800829876
AGRICULTURAL SCIENCES,349,QUEENS UNIVERSITY BELFAST,NORTHERN IRELAND,735,16330,22.21768707482993197278911564625850340136
AGRICULTURAL SCIENCES,350,UNIVERSITY OF ABERDEEN,SCOTLAND,523,16324,31.21223709369024856596558317399617590822
AGRICULTURAL SCIENCES,351,BAHAUDDIN ZAKARIYA UNIVERSITY,PAKISTAN,971,16307,16.79402677651905252317198764160659114315
AGRICULTURAL SCIENCES,352,UNIVERSITY OF VIENNA,AUSTRIA,589,16231,27.55687606112054329371816638370118845501
AGRICULTURAL SCIENCES,353,UNIVERSIDADE ESTADUAL DE MARINGA,BRAZIL,1481,16150,10.90479405806887238352464550979068197164
AGRICULTURAL SCIENCES,354,UNIVERSITY OF FOGGIA,ITALY,806,16145,20.03101736972704714640198511166253101737
AGRICULTURAL SCIENCES,355,CZECH ACADEMY OF SCIENCES,CZECH REPUBLIC,883,16143,18.28199320498301245753114382785956964892
AGRICULTURAL SCIENCES,356,UNIVERSITY OF BASQUE COUNTRY,SPAIN,712,16108,22.62359550561797752808988764044943820225
AGRICULTURAL SCIENCES,357,UNIVERSITY OF TEXAS SYSTEM,USA,810,16072,19.84197530864197530864197530864197530864
AGRICULTURAL SCIENCES,358,WUHAN POLYTECHNIC UNIVERSITY,CHINA MAINLAND,985,16072,16.31675126903553299492385786802030456853
AGRICULTURAL SCIENCES,359,CHINESE ACADEMY OF FORESTRY,CHINA MAINLAND,1140,16027,14.05877192982456140350877192982456140351
AGRICULTURAL SCIENCES,360,JUSTUS LIEBIG UNIVERSITY GIESSEN,GERMANY (FED REP GER),941,16017,17.02125398512221041445270988310308182784
AGRICULTURAL SCIENCES,361,UNIVERSITE DE BORDEAUX,FRANCE,831,15994,19.24669073405535499398315282791817087846
AGRICULTURAL SCIENCES,362,UNIVERSITY OF AGRICULTURE IN KRAKOW,POLAND,1194,15926,13.33835845896147403685092127303182579564
AGRICULTURAL SCIENCES,363,HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY,CHINA MAINLAND,1179,15916,13.49957591178965224766751484308736217133
AGRICULTURAL SCIENCES,364,ISTITUTO SCIENZE DELLE PRODUZIONI ALIMENTARI (ISPA-CNR),ITALY,651,15842,24.33486943164362519201228878648233486943
AGRICULTURAL SCIENCES,365,HUMBOLDT UNIVERSITY OF BERLIN,GERMANY (FED REP GER),820,15731,19.18414634146341463414634146341463414634
AGRICULTURAL SCIENCES,366,WROCLAW UNIVERSITY OF ENVIRONMENTAL & LIFE SCIENCES,POLAND,968,15663,16.18078512396694214876033057851239669421
AGRICULTURAL SCIENCES,367,INTERNATIONAL FOOD POLICY RESEARCH INSTITUTE (IFPRI),USA,616,15642,25.39285714285714285714285714285714285714
AGRICULTURAL SCIENCES,368,INDIAN INSTITUTE OF TECHNOLOGY (IIT) - KHARAGPUR,INDIA,800,15607,19.50875
AGRICULTURAL SCIENCES,369,NORTHWEST UNIVERSITY XI'AN,CHINA MAINLAND,764,15592,20.40837696335078534031413612565445026178
AGRICULTURAL SCIENCES,370,AUTONOMOUS UNIVERSITY OF BARCELONA,SPAIN,881,15514,17.6095346197502837684449489216799091941
AGRICULTURAL SCIENCES,371,GOVERNMENT COLLEGE UNIVERSITY FAISALABAD,PAKISTAN,1054,15429,14.63851992409867172675521821631878557875
AGRICULTURAL SCIENCES,372,AGROCAMPUS OUEST,FRANCE,597,15404,25.80234505862646566164154103852596314908
AGRICULTURAL SCIENCES,373,UNIVERSITE DE LORRAINE,FRANCE,723,15392,21.28907330567081604426002766251728907331
AGRICULTURAL SCIENCES,374,CTR TECNOL CARNE GALICIA,,431,15366,35.65197215777262180974477958236658932715
AGRICULTURAL SCIENCES,375,KYUNGPOOK NATIONAL UNIVERSITY (KNU),SOUTH KOREA,1155,15351,13.29090909090909090909090909090909090909
AGRICULTURAL SCIENCES,376,UNIVERSITI SAINS MALAYSIA,MALAYSIA,848,15318,18.06367924528301886792452830188679245283
AGRICULTURAL SCIENCES,377,UNIVERSIDADE FEDERAL DE MINAS GERAIS,BRAZIL,1465,15251,10.41023890784982935153583617747440273038
AGRICULTURAL SCIENCES,378,UNIVERSIDADE ESTADUAL DE LONDRINA,BRAZIL,1460,15221,10.42534246575342465753424657534246575342
AGRICULTURAL SCIENCES,379,YANGTZE UNIVERSITY,CHINA MAINLAND,872,15095,17.31077981651376146788990825688073394495
AGRICULTURAL SCIENCES,380,UNIVERSITY OF KWAZULU NATAL,SOUTH AFRICA,1093,15092,13.80786825251601097895699908508691674291
AGRICULTURAL SCIENCES,381,CHUNGNAM NATIONAL UNIVERSITY,SOUTH KOREA,1146,15087,13.1649214659685863874345549738219895288
AGRICULTURAL SCIENCES,382,UNIVERSITE CLERMONT AUVERGNE (UCA),FRANCE,870,15023,17.2678160919540229885057471264367816092
