institution_name,country_region,cluster,cluster_label
AIR FORCE MEDICAL UNIVERSITY,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AIR FORCE RES LAB,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AIR UNIVERSITY ISLAMABAD,PAKISTAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AIRBUS,NETHERLANDS,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AIRBUS FRANCE S.A.S.,FRANCE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AIRLANGGA UNIVERSITY,INDONESIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AIX-MARSEILLE UNIVERSITE,FRANCE,1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
AJA UNIV MED SCI,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AJMAN UNIVERSITY,UNITED ARAB EMIRATES,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AJOU UNIVERSITY,SOUTH KOREA,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
AJOU UNIVERSITY HOSPITAL,SOUTH KOREA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AKADEMIA WYCHOWANIA FIZYCZNEGO IM. JERZEGO KUKUCZKI W KATOWICACH,POLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AKDENIZ UNIVERSITY,TURKIYE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AKITA UNIVERSITY,JAPAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AKRON CHILDREN'S HOSPITAL,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AKSARAY UNIVERSITY,TURKIYE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AKSUM UNIV,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AKVAPLAN-NIVA,NORWAY,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AL AIN UNIV,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AL AZHAR UNIVERSITY,EGYPT,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
AL BAHA UNIVERSITY,SAUDI ARABIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AL JOUF UNIVERSITY,SAUDI ARABIA,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
AL SHIFA TRUST EYE HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AL-AHLIYYA AMMAN UNIVERSITY,JORDAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AL-BALQA APPLIED UNIVERSITY,JORDAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AL-FARABI KAZAKH NATIONAL UNIVERSITY,KAZAKHSTAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AL-MUSTAQBAL UNIVERSITY COLLEGE,IRAQ,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AL-NAHRAIN UNIVERSITY,IRAQ,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AL-QUDS UNIVERSITY,PALESTINE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALABAMA CLIN THERAPEUT LLC,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALAGAPPA UNIVERSITY,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALAN TURING INSTITUTE,ENGLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALASKA DEPARTMENT OF FISH & GAME,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALASKA NATIVE MEDICAL CENTER,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALBANY COLLEGE OF PHARMACY & HEALTH SCIENCES,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALBANY MEDICAL COLLEGE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALBANY STATE UNIVERSITY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALBERT EINSTEIN CENTER FOR FUNDAMENTAL PHYSICS,SWITZERLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALBERT EINSTEIN COLLEGE OF MEDICINE,USA,1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
ALBERT SCHWEITZER ZIEKENHUIS,NETHERLANDS,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALBERTA AGR & FORESTRY,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALBERTA CHILDRENS HOSPITAL,CANADA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALBERTA HEALTH SERVICES (AHS),CANADA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALBORZ UNIVERSITY OF MEDICAL SCIENCES,IRAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALBUQUERQUE CLIN TRIALS,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALCOHOL RESEARCH GROUP,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALCORCON FOUNDATION UNIVERSITY HOSPITAL,SPAIN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALDER HEY CHILDREN'S HOSPITAL,ENGLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,ENGLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALEX EKWUEME FED UNIV TEACHING HOSP ABAKALIKI,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALEXANDRA HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALEXANDRA HOSPITAL,GREECE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALEXANDRIA UNIVERSITY,EGYPT,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
ALEXANDRU IOAN CUZA UNIVERSITY,ROMANIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"ALEXION, ASTRAZENECA RARE DISEASE",USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALFAISAL UNIVERSITY,SAUDI ARABIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALFASIAL UNIV,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALFRED HEALTH,AUSTRALIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"ALFRED WEGENER INSTITUTE, HELMHOLTZ CENTRE FOR POLAR & MARINE RESEARCH",GERMANY (FED REP GER),2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
ALFRIED KRUPP HOSPITAL,GERMANY (FED REP GER),0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALIBABA GROUP,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALICE HO MIU LING NETHERSOLE HOSPITAL,HONG KONG,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALIGARH MUSLIM UNIVERSITY,INDIA,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
ALIKHANOV INSTITUTE FOR THEORETICAL & EXPERIMENTAL PHYSICS,RUSSIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALL INDIA INST MED SCI,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) BHOPAL,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) BHUBANESWAR,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) JODHPUR,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) NAGPUR,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) NEW DELHI,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) RAIPUR,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) RISHIKESH,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALL MED MED RES INST,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALL MED RES LLC,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALL-IRELAND COOPERATIVE ONCOLOGY RESEARCH GROUP,IRELAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALL-RUSSIAN INSTITUTE OF PLANT PROTECTION,RUSSIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALLAMEH TABATABA'I UNIVERSITY,IRAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALLEGHENY GENERAL HOSPITAL,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALLEGHENY HEALTH NETWORK,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALLEN INSTITUTE FOR BRAIN SCIENCE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALLERGAN,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALLIANCE,FRANCE,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
ALLIANCE IMPROVING HLTH OUTCOMES INC,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALLIANCE MANCHESTER BUSINESS SCHOOL,ENGLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALLINA HEALTH SYSTEM,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALMAZOV NATIONAL MEDICAL RESEARCH CENTRE,RUSSIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALNYLAM PHARMACEUTICALS,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALPHABET INC.,USA,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
ALTAI STATE MEDICAL UNIVERSITY,RUSSIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALTAI STATE UNIVERSITY,RUSSIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALTAIR BIOSTAT,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALTON MENTAL HLTH CTR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALTOONA CENTER FOR CLINICAL RESEARCH,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALZAHRA UNIVERSITY,IRAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALZHEIMER SCOTLAND DEMENTIA RES CTR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALZHEIMER'S ASSOCIATION,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALZHEIMERS DRUG DISCOVERY FDN,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ALZOHAILI MED CONSULTANTS,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMANG RODRIGUEZ MED CTR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMAZON.COM,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMB CIRCOLO MICOL GIOVANNI CARINI,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMB GRP MICOL FORLIVESE ANTONIO CICOGNANI,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMBO UNIVERSITY,ETHIOPIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMBRY GENET,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMBULANCE VICTORIA,AUSTRALIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMER COLL MED GENET & GENOM,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMER COLL OBSTETRICIANS & GYNECOLOGISTS,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMER COLL RHEUMATOL,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMER GERIATR SOC,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMER HEART ASSOC,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMER HIP INST,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMER JOINT COMM CANC,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMER SOC PARENTERAL & ENTERAL NUTR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMER SOC REPROD MED,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMER UROL ASSOC EDUC & RES INC,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN ACADEMY OF PEDIATRICS,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN CANCER SOCIETY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN COLLEGE OF CARDIOLOGY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN COLLEGE OF PHYSICIANS,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN COLLEGE OF RADIOLOGY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN COLLEGE OF SURGEONS,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN DIABETES ASSOCIATION,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN INSTITUTES FOR RESEARCH,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN MEDICAL ASSOCIATION,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN MUSEUM OF NATURAL HISTORY (AMNH),USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN RED CROSS,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN SOCIETY OF CLINICAL ONCOLOGY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN UNIVERSITY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN UNIVERSITY CAIRO,EGYPT,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN UNIVERSITY OF BEIRUT,LEBANON,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
AMERICAN UNIVERSITY OF RAS AL KHAIMAH,UNITED ARAB EMIRATES,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN UNIVERSITY OF SHARJAH,UNITED ARAB EMIRATES,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERICAN UNIVERSITY OF THE MIDDLE EAST,KUWAIT,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMERIKAN HOSPITAL,TURKIYE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMES NATIONAL LABORATORY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMGEN,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMGEN EUROPE,SWITZERLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMGEN LIMITED,ENGLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMGEN RESEARCH MUNICH GMBH,GERMANY (FED REP GER),0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMINU KANO TEACHING HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMIRKABIR UNIVERSITY OF TECHNOLOGY,IRAN,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
AMITY UNIV RAJASTHAN,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMITY UNIVERSITY NOIDA,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMMAN ARAB UNIV,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMOL UNIVERSITY OF SPECIAL MODERN TECHNOLOGIES - IRAN,IRAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMPHIA HOSPITAL,NETHERLANDS,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMRITA VISHWA VIDYAPEETHAM,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMRITA VISHWA VIDYAPEETHAM COIMBATORE,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMRITA VISHWA VIDYAPEETHAM KOCHI,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMSTERDAM UNIV APPL SCI,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AMSTERDAM UNIV MED CTR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AN NAJAH NATIONAL UNIVERSITY,PALESTINE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ANACONDA INC,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ANADOLU UNIVERSITY,TURKIYE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"ANALOG DEVICES, INC.",USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ANALYSIS GROUP INC.,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ANANTHAPURI HOSP & RES INST,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ANDES CLIN CARDIOMETAB STUDIES,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ANDREWS UNIVERSITY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ANEURIN BEVAN UNIV HLTH BOARD,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ANGELES CLINIC & RESEARCH INSTITUTE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ANGIOGENESIS FDN,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ANGKOR HOSP CHILDREN,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ANGLIA RUSKIN UNIVERSITY,ENGLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
ANHUI ACADEMY OF AGRICULTURAL SCIENCES,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
